StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q61,Q29,Q27,Q51,Q52,Q53,Q31,Q30,Q33,Q34,Q32,Q35,Q36,Q37,Q38,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q55,Q56,Q40,Q41,Q42,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q44,Q45,Q6,Q50,Q9,Q25,Q16,Q17,Q46,Q47,Q60,Q65,Q28,Q57,Q58,Q59,Q18,Q19,Q23,Q48,Q49
2025-11-27 06:22:41,2025-11-27 06:23:32,IP Address,8,51,False,2025-12-04 06:23:36,R_1RfjuWVq1VtMEiB,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-04 08:45:35,2025-12-04 08:50:20,IP Address,100,285,True,2025-12-04 08:50:21,R_5j2sIgndoQLG9ek,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,2,1,4,6,3,5,7,Extremely important,Not at all important,Moderately important,Extremely important,Moderately important,Extremely important,Moderately important,Extremely important,Probably yes,,,,,,,,,,,,,Neutral,I haven't decided if I want to change my goal yet,,Somewhat attractive,Full-time,Accounting,Yes,Yes,Utah,21,No,,,,,,,,
2025-12-04 10:25:26,2025-12-04 11:01:28,IP Address,100,2162,True,2025-12-04 11:01:28,R_6R8YiP17dX6Hkwe,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,Significantly decreased desire,Yes,,,,,,,,,,2,3,4,5,1,6,7,Extremely important,Extremely important,Very important,Very important,Moderately important,Extremely important,Very important,Very important,Probably not,"For me attending graduate school would add an extra year of school, cost you an extra $18,000 roughly for tuition and you would miss out on working during that year and making money. Most people I've talked to feel like what they learned in their graduate degree they could've learned within two years of being in the workforce. The only potential benefit I see from a graduate degree is maybe getting a future promotion over someone who doesn't have a graduate degree, but if both people passed the CPA exam. I don't see why that would matter.",,,,,,,,,,,,Very Positive,I've never been a huge fan of school. So naturally less schooling sounds appealing. Plus I would save that money I would've spent on extra school and I'd be working so I would be making money on top of that. The CPA exam didn't get any easier so we still have to be capable of passing that. I believe that is what the profession should be looking at. Not how much schooling you completed.,"I think if I knew I would have a much greater opportunity to network and have internship opportunities, that might entice me more to pursue a graduate degree. Or if I somehow knew that I would develop valuable skills from doing a graduate program that I wouldn't be able to develop in the workforce, that would also entice me a little more.",Somewhat attractive,Full-time,Accounting,No,No,Utah,28,No,,,,,,,,
2025-12-04 10:53:41,2025-12-04 11:16:23,IP Address,100,1361,True,2025-12-04 11:16:24,R_6amd27NJX4auaiL,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,Decreased desire,Yes,,,,,,,,,,2,1,4,5,6,3,7,Extremely important,Very important,Very important,Very important,Moderately important,Extremely important,Extremely important,Extremely important,Probably yes,"I believe the benefits of attending a graduate degree are most beneficial later in your career when going for bigger promotions and not immediately in your career. This makes it harder to determine the value because of quickly the landscape is changing in any industry these days due to technology. 10-15 years ago you could be pretty sure there would be a benefit later in your career, where now it feels a little more uncertain. ",,,,,,,,,,,,Very Positive,"I think it just opens up a new avenue for students and prospective accountants, and creates less of a bottleneck on the process. ","I just think now more than ever it has to show the value proposition and sell students on why they would want or need to attend a graduate program. Before it was more a, ""Well what else are you going to do?"" Now there is another option so there needs to be more proof of value and reason for it. ",Somewhat attractive,Full-time,Accounting,Yes,No,Utah,26,No,,,,,,,,
2025-12-04 12:06:25,2025-12-04 12:09:31,IP Address,100,185,True,2025-12-04 12:09:31,R_3YtFv5hF5mBsm8F,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,5,1,2,4,3,6,7,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Definitely yes,"It will be expensive but essentially zero negatives in furthering my education. ",,,,,,,,,,,,Neutral,"It was neutral. ","I have no additional thoughts. ",Neither attractive nor unattractive,Full-time,Accounting,No,No,Utah,22,No,,,,,,,,
2025-12-04 12:14:31,2025-12-04 12:25:57,IP Address,100,685,True,2025-12-04 12:25:57,R_7gREnmmn9YoskhM,anonymous,EN,Yes,Very likely,Undergraduate,Significantly increased desire,Decreased desire,Yes,,,,,,,,,,1,2,4,5,3,6,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Definitely yes,I feel like a lot of employers look for CPA eligible which before the requirement's changed a lot of jobs were still looking for them but at the same time they dont ask for MACC but more the CPA. But knowing that they dropped the Credit hours i feel like the pay would be lower due to the fact of lower education. I still believe that the MACC will still offer higher pay,,,,,,,,,,,,Somewhat Positive,I feel like which people i met. Many people still think that getting the mac is worth it because compared to undergrad. The MACC still goes into more depth With certain accounting classes.,"I feel like if they could offer hybrid version of the mac in order to get some flexibility. ",Very attractive,Full-time,Accounting,Yes,No,Utah,22,No,,,,,,,,
2025-12-04 15:28:56,2025-12-04 15:38:26,IP Address,100,569,True,2025-12-04 15:38:26,R_6Yx4zApTPOXEkzH,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,2,3,1,5,6,4,7,Extremely important,Very important,Very important,Extremely important,Moderately important,Very important,Very important,Very important,Definitely yes,"I’ve mainly thought about graduate school in terms of the cost of tuition and taking longer to earn full-time income versus the long-term benefits, like better CPA exam preparation, higher starting salary, and more promotion opportunities. I just try to weigh the short-term costs against the long-term career advantages.",,,,,,,,,,,,Very Positive,Gives students more flexibility and makes the path more affordable.,None,Somewhat attractive,Full-time,Accounting,No,No,Utah,22,No,,,,,,,,
2025-12-04 15:51:40,2025-12-04 15:58:55,IP Address,100,435,True,2025-12-04 15:58:55,R_7xpAEHl362viAwx,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,2,4,5,1,6,3,7,Very important,Very important,Moderately important,Extremely important,Very important,Very important,Very important,Very important,Definitely yes,I've read that lifetime earnings are  higher for graduates compared to those who do not have a graduate degree,,,,,,,,,,,,Somewhat Positive,I think there is a need for qualified accountants and many times a single way to achieve that can be problematic,no comment,Somewhat attractive,Part-time,Accounting,No,No,Utah,45,No,,,,,,,,
2025-12-04 15:59:20,2025-12-04 16:02:25,IP Address,100,185,True,2025-12-04 16:02:25,R_7PhT2FLtbgxgWpj,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Decreased desire,No,,,,,,,,,,3,1,5,2,6,4,7,Very important,Very important,Moderately important,Extremely important,Moderately important,Very important,Moderately important,Very important,Probably yes,,,,,,,,,,,,,Somewhat Negative,,,Neither attractive nor unattractive,Part-time,Accounting,No,No,Utah,45,No,,,,,,,,
2025-12-04 18:00:31,2025-12-04 18:07:57,IP Address,100,446,True,2025-12-04 18:07:58,R_1P7AILzeDEg7NAL,anonymous,EN,Yes,Very likely,Undergraduate,Increased desire,Significantly decreased desire,Yes,,,,,,,,,,1,2,3,4,5,6,7,Extremely important,Very important,Moderately important,Moderately important,Slightly important,Very important,Very important,Very important,Probably not,"I have to attend grad school for my job offer to remain valid, which I don't like. So the cost of attending grad school is tuition, time. If i don't I lose my offer",,,,,,,,,,,,Very Positive,"Experience is more practical than a classroom, especially if you already have a job offer",Hands on realistic experience or practice problems that you would encounter at a firm. And supreme CPA prep.,Very attractive,Full-time,Accounting,No,No,Utah,24,No,,,,,,,,
2025-12-04 18:27:03,2025-12-04 18:47:35,IP Address,100,1231,True,2025-12-04 18:47:35,R_66sQ899Jkxjgbuh,anonymous,EN,Yes,Somewhat likely,Undergraduate,Significantly increased desire,Decreased desire,Yes,,,,,,,,,,4,1,2,3,5,6,7,Extremely important,Very important,Very important,Extremely important,Moderately important,Very important,Extremely important,Extremely important,Probably yes,"I think attending graduate school is essential if your plan is to work for a high earning position at a high-end company or firm. Especially when in competition with other prestigous university graduates. My goals are not that ambitious and going into a graduate program will entirely depend on the pressure put on me to do so later in my career. I am content working in a small family owned firm or business and making an average wage. ",,,,,,,,,,,,Somewhat Positive,"I think it gives people that excel in the workplace (rather than the classroom) a better advantage in their career. ",I think the best way to bring purpose to the graduate programs now is to heavily focus on the CPA curriculum and career pathways. This will be the main advantage to it rather than the standard undergraduate degree,Somewhat attractive,Full-time,Accounting,No,No,Utah,28,No,,,,,,,,
2025-12-04 19:39:02,2025-12-04 19:43:19,IP Address,100,257,True,2025-12-04 19:43:20,R_1NFiYo2Vef8Wa81,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,4,1,5,6,3,2,7,Very important,Extremely important,Extremely important,Very important,Moderately important,Moderately important,Moderately important,Very important,Probably yes,It seems intense. The most difficult is to think about how to pay for personal living expenses while in school.,,,,,,,,,,,,Very Positive,It makes the CPA license more accessible for those that don't want to pursue more education but are just wanting to get out in the field and work.,,Very attractive,Full-time,Accounting,Yes,Yes,Utah,23,No,,,,,,,,
